set_num,name,year,theme_id,num_parts,img_url
8069-1,Backhoe Loader,2011,1,609,https://cdn.rebrickable.com/media/sets/8069-1.jpg
8070-1,Supercar,2011,1,1281,https://cdn.rebrickable.com/media/sets/8070-1.jpg
8071-1,Lift Truck,2011,1,593,https://cdn.rebrickable.com/media/sets/8071-1.jpg
8081-1,Extreme Cruiser,2011,1,590,https://cdn.rebrickable.com/media/sets/8081-1.jpg
8109-1,Flatbed Truck,2011,1,1115,https://cdn.rebrickable.com/media/sets/8109-1.jpg
8110-1,Mercedes-Benz Unimog U400,2011,1,2048,https://cdn.rebrickable.com/media/sets/8110-1.jpg
8203-1,Rover Discovery,1998,1,37,https://cdn.rebrickable.com/media/sets/8203-1.jpg
8204-1,Sky Flyer I,1998,1,41,https://cdn.rebrickable.com/media/sets/8204-1.jpg
8205-1,Bungee Blaster,1997,1,64,https://cdn.rebrickable.com/media/sets/8205-1.jpg
8207-1,Dune Duster / Hawaiian Beach Racer,1996,1,82,https://cdn.rebrickable.com/media/sets/8207-1.jpg
8208-1,Custom Cruiser,1998,1,53,https://cdn.rebrickable.com/media/sets/8208-1.jpg
8209-1,Future F1,1998,1,49,https://cdn.rebrickable.com/media/sets/8209-1.jpg
8210-1,Nitro Bike GTX / GTX 500,1995,1,86,https://cdn.rebrickable.com/media/sets/8210-1.jpg
8213-1,Spy Runner,1998,1,93,https://cdn.rebrickable.com/media/sets/8213-1.jpg
8215-1,Gyro Copter,1997,1,108,https://cdn.rebrickable.com/media/sets/8215-1.jpg
8216-1,Turbo I,1997,1,91,https://cdn.rebrickable.com/media/sets/8216-1.jpg
8217-1,The Wasp,1998,1,64,https://cdn.rebrickable.com/media/sets/8217-1.jpg
8218-1,Trike Tourer,1998,1,70,https://cdn.rebrickable.com/media/sets/8218-1.jpg
8219-1,Go-Cart,1998,1,101,https://cdn.rebrickable.com/media/sets/8219-1.jpg
8222-1,V-TOL,1997,1,141,https://cdn.rebrickable.com/media/sets/8222-1.jpg
8223-1,Hydrofoil 7 / Powerboat Columbia,1996,1,126,https://cdn.rebrickable.com/media/sets/8223-1.jpg
8225-1,Road Rally V / Super Kart,1995,1,97,https://cdn.rebrickable.com/media/sets/8225-1.jpg
8226-1,Mud Masher / Desert Stormer,1998,1,121,https://cdn.rebrickable.com/media/sets/8226-1.jpg
8229-1,Tread Trekker,1997,1,179,https://cdn.rebrickable.com/media/sets/8229-1.jpg
8230-1,Coastal Cop Buggy / Miami Police Patrol,1996,1,176,https://cdn.rebrickable.com/media/sets/8230-1.jpg
8232-1,Chopper Force,1997,1,278,https://cdn.rebrickable.com/media/sets/8232-1.jpg
8235-1,Front End Loader,1995,1,166,https://cdn.rebrickable.com/media/sets/8235-1.jpg
8246-1,Hydro Racer / Swamp Boat,1999,1,46,https://cdn.rebrickable.com/media/sets/8246-1.jpg
8247-1,Road Rebel / Buggy Racer,1999,1,44,https://cdn.rebrickable.com/media/sets/8247-1.jpg
8248-1,Forklift,1998,1,227,https://cdn.rebrickable.com/media/sets/8248-1.jpg
8250-1,Search Sub [No CD],1997,1,378,https://cdn.rebrickable.com/media/sets/8250-1.jpg
8251-1,Sonic Cycle,1999,1,89,https://cdn.rebrickable.com/media/sets/8251-1.jpg
8252-1,Beach Buster / Police Car,1999,1,167,https://cdn.rebrickable.com/media/sets/8252-1.jpg
8253-1,Fire Helicopter,1999,1,211,https://cdn.rebrickable.com/media/sets/8253-1.jpg
8255-1,Rescue Bike,1999,1,193,https://cdn.rebrickable.com/media/sets/8255-1.jpg
8256-1,Go-Kart,2009,1,144,https://cdn.rebrickable.com/media/sets/8256-1.jpg
8258-1,Crane Truck,2009,1,1877,https://cdn.rebrickable.com/media/sets/8258-1.jpg
8259-1,Mini Bulldozer,2009,1,165,https://cdn.rebrickable.com/media/sets/8259-1.jpg
8260-1,Tractor,2009,1,104,https://cdn.rebrickable.com/media/sets/8260-1.jpg
8261-1,Rally Truck,2009,1,198,https://cdn.rebrickable.com/media/sets/8261-1.jpg
8262-1,Quad Bike,2009,1,308,https://cdn.rebrickable.com/media/sets/8262-1.jpg
8263-1,Snow Groomer,2009,1,590,https://cdn.rebrickable.com/media/sets/8263-1.jpg
8264-1,Hauler,2009,1,575,https://cdn.rebrickable.com/media/sets/8264-1.jpg
8265-1,Front Loader,2009,1,1061,https://cdn.rebrickable.com/media/sets/8265-1.jpg
8270-1,Rough Terrain Crane,2007,1,106,https://cdn.rebrickable.com/media/sets/8270-1.jpg
8271-1,Wheel Loader,2007,1,200,https://cdn.rebrickable.com/media/sets/8271-1.jpg
8272-1,Snowmobile,2007,1,332,https://cdn.rebrickable.com/media/sets/8272-1.jpg
8273-1,Off Road Truck,2007,1,805,https://cdn.rebrickable.com/media/sets/8273-1.jpg
8274-1,Combine Harvester,2007,1,1025,https://cdn.rebrickable.com/media/sets/8274-1.jpg
8275-1,Motorized Bulldozer,2007,1,1381,https://cdn.rebrickable.com/media/sets/8275-1.jpg
8277-1,Giant Model Set,1997,1,554,https://cdn.rebrickable.com/media/sets/8277-1.jpg
8279-1,4WD X-Track,2000,1,449,https://cdn.rebrickable.com/media/sets/8279-1.jpg
8280-1,Fire Engine / Fire Response Unit,1995,1,439,https://cdn.rebrickable.com/media/sets/8280-1.jpg
8281-1,Mini Tractor,2006,1,121,https://cdn.rebrickable.com/media/sets/8281-1.jpg
8282-1,Quad Bike,2006,1,200,https://cdn.rebrickable.com/media/sets/8282-1.jpg
8283-1,Telehandler,2006,1,323,https://cdn.rebrickable.com/media/sets/8283-1.jpg
8284-1,Tractor,2006,1,872,https://cdn.rebrickable.com/media/sets/8284-1.jpg
8285-1,Tow Truck,2006,1,1879,https://cdn.rebrickable.com/media/sets/8285-1.jpg
8286-1,3 In 1 Car / Amphipower,1996,1,726,https://cdn.rebrickable.com/media/sets/8286-1.jpg
8288-1,Crawler Crane,2006,1,800,https://cdn.rebrickable.com/media/sets/8288-1.jpg
8289-1,Fire Truck,2006,1,1035,https://cdn.rebrickable.com/media/sets/8289-1.jpg
8290-1,Mini Forklift,2008,1,88,https://cdn.rebrickable.com/media/sets/8290-1.jpg
8291-1,Dirt Bike,2008,1,248,https://cdn.rebrickable.com/media/sets/8291-1.jpg
8292-1,Cherry Picker,2008,1,725,https://cdn.rebrickable.com/media/sets/8292-1.jpg
8294-1,Excavator,2008,1,720,https://cdn.rebrickable.com/media/sets/8294-1.jpg
8295-1,Telescopic Handler,2008,1,1182,https://cdn.rebrickable.com/media/sets/8295-1.jpg
8296-1,Dune Buggy,2008,1,199,https://cdn.rebrickable.com/media/sets/8296-1.jpg
8297-1,Off-Roader,2008,1,1097,https://cdn.rebrickable.com/media/sets/8297-1.jpg
8299-1,Search Sub [with CD],1997,1,379,https://cdn.rebrickable.com/media/sets/8299-1.jpg
8408-1,Desert Ranger,1996,1,289,https://cdn.rebrickable.com/media/sets/8408-1.jpg
8412-1,Nighthawk / Sky Wasp,1995,1,287,https://cdn.rebrickable.com/media/sets/8412-1.jpg
8414-1,Mountain Rambler,1997,1,244,https://cdn.rebrickable.com/media/sets/8414-1.jpg
8415-1,Dump Truck,2005,1,284,https://cdn.rebrickable.com/media/sets/8415-1.jpg
8416-1,Forklift,2005,1,729,https://cdn.rebrickable.com/media/sets/8416-1.jpg
8417-1,Mag Wheel Master,1998,1,315,https://cdn.rebrickable.com/media/sets/8417-1.jpg
8418-1,Mini Loader,2005,1,66,https://cdn.rebrickable.com/media/sets/8418-1.jpg
8419-1,Excavator,2005,1,286,https://cdn.rebrickable.com/media/sets/8419-1.jpg
8420-1,Street Bike,2005,1,506,https://cdn.rebrickable.com/media/sets/8420-1.jpg
8421-1,Mobile Crane,2005,1,1885,https://cdn.rebrickable.com/media/sets/8421-1.jpg
8422-1,Circuit Shock Racer / V-Twin Super Bike,1995,1,311,https://cdn.rebrickable.com/media/sets/8422-1.jpg
8425-1,Black Hawk / Sky Stormer,1996,1,469,https://cdn.rebrickable.com/media/sets/8425-1.jpg
8428-1,Turbo Command Featuring CD-ROM Experience Expander,1998,1,472,https://cdn.rebrickable.com/media/sets/8428-1.jpg
8429-1,Helicopter,2002,1,149,https://cdn.rebrickable.com/media/sets/8429-1.jpg
8430-1,Motorbike,2002,1,315,https://cdn.rebrickable.com/media/sets/8430-1.jpg
8431-1,Crane Truck,2002,1,836,https://cdn.rebrickable.com/media/sets/8431-1.jpg
8432-1,Supersonic Car,1998,1,471,https://cdn.rebrickable.com/media/sets/8432-1.jpg
8433-1,Cool Movers,2004,1,215,https://cdn.rebrickable.com/media/sets/8433-1.jpg
8434-1,Aircraft,2004,1,445,https://cdn.rebrickable.com/media/sets/8434-1.jpg
8435-1,4WD,2004,1,763,https://cdn.rebrickable.com/media/sets/8435-1.jpg
8436-1,Truck,2004,1,1032,https://cdn.rebrickable.com/media/sets/8436-1.jpg
8437-1,Future Car,1997,1,418,https://cdn.rebrickable.com/media/sets/8437-1.jpg
8438-1,Pneumatic Crane Truck,2003,1,847,https://cdn.rebrickable.com/media/sets/8438-1.jpg
8439-1,Front End Loader,2004,1,585,https://cdn.rebrickable.com/media/sets/8439-1.jpg
8440-1,Formula Flash,1995,1,418,https://cdn.rebrickable.com/media/sets/8440-1.jpg
8441-1,Fork Lift Truck,2003,1,69,https://cdn.rebrickable.com/media/sets/8441-1.jpg
8443-1,Pneumatic Log Loader / Pneumatic Logger,1996,1,334,https://cdn.rebrickable.com/media/sets/8443-1.jpg
8444-1,Air Enforcer / Supercopter,1999,1,303,https://cdn.rebrickable.com/media/sets/8444-1.jpg
8445-1,Indy Storm / Formula 1 Racer,1999,1,434,https://cdn.rebrickable.com/media/sets/8445-1.jpg
8446-1,Crane Truck,1999,1,573,https://cdn.rebrickable.com/media/sets/8446-1.jpg
8448-1,Super Street Sensation,1999,1,1406,https://cdn.rebrickable.com/media/sets/8448-1.jpg
8451-1,Dumper,2003,1,183,https://cdn.rebrickable.com/media/sets/8451-1.jpg
8453-1,Front End Loader,2003,1,214,https://cdn.rebrickable.com/media/sets/8453-1.jpg
8453-2,Front-End Loader Black Box,2004,1,214,https://cdn.rebrickable.com/media/sets/8453-2.jpg
8454-1,Rescue Truck,2003,1,634,https://cdn.rebrickable.com/media/sets/8454-1.jpg
8455-1,Backhoe Loader,2003,1,704,https://cdn.rebrickable.com/media/sets/8455-1.jpg
8456-1,Fiber Optic Multi Set / Multi Racer Set (with Fibre Optics),1996,1,406,https://cdn.rebrickable.com/media/sets/8456-1.jpg
8457-1,Power Puller,2000,1,980,https://cdn.rebrickable.com/media/sets/8457-1.jpg
8458-1,Silver Champion,2000,1,1433,https://cdn.rebrickable.com/media/sets/8458-1.jpg
8459-1,Pneumatic Front-End Loader,1997,1,595,https://cdn.rebrickable.com/media/sets/8459-1.jpg
8460-1,Pneumatic Crane Truck / Mobile Crane,1995,1,863,https://cdn.rebrickable.com/media/sets/8460-1.jpg
8462-1,Tow Truck,1998,1,786,https://cdn.rebrickable.com/media/sets/8462-1.jpg
8463-1,Forklift Truck,2001,1,232,https://cdn.rebrickable.com/media/sets/8463-1.jpg
8464-1,Pneumatic Front End Loader,2001,1,583,https://cdn.rebrickable.com/media/sets/8464-1.jpg
8465-1,Extreme Off-Roader,2001,1,364,https://cdn.rebrickable.com/media/sets/8465-1.jpg
8466-1,4x4 Off Roader,2001,1,1103,https://cdn.rebrickable.com/media/sets/8466-1.jpg
8479-1,Barcode Multi-Set,1997,1,1274,https://cdn.rebrickable.com/media/sets/8479-1.jpg
8480-1,Space Shuttle,1996,1,1366,https://cdn.rebrickable.com/media/sets/8480-1.jpg
8620-1,Snow Scooter,1986,1,98,https://cdn.rebrickable.com/media/sets/8620-1.jpg
8640-1,Polar Copter,1986,1,241,https://cdn.rebrickable.com/media/sets/8640-1.jpg
8660-1,Arctic Rescue Unit,1986,1,387,https://cdn.rebrickable.com/media/sets/8660-1.jpg
8680-1,Arctic Rescue Base,1986,1,527,https://cdn.rebrickable.com/media/sets/8680-1.jpg
8808-1,F1 Racer,1994,1,94,https://cdn.rebrickable.com/media/sets/8808-1.jpg
8810-1,Cafe Racer,1991,1,80,https://cdn.rebrickable.com/media/sets/8810-1.jpg
8812-1,Aero Hawk II,1994,1,149,https://cdn.rebrickable.com/media/sets/8812-1.jpg
8815-1,Speedway Bandit,1991,1,78,https://cdn.rebrickable.com/media/sets/8815-1.jpg
8816-1,Off-Road Rambler,1994,1,185,https://cdn.rebrickable.com/media/sets/8816-1.jpg
8818-1,Baja Blaster,1993,1,120,https://cdn.rebrickable.com/media/sets/8818-1.jpg
8820-1,Mountain Rambler,1991,1,139,https://cdn.rebrickable.com/media/sets/8820-1.jpg
8824-1,Hovercraft,1994,1,193,https://cdn.rebrickable.com/media/sets/8824-1.jpg
8825-1,Night Chopper,1991,1,113,https://cdn.rebrickable.com/media/sets/8825-1.jpg
8826-1,ATX Sport Cycle,1993,1,95,https://cdn.rebrickable.com/media/sets/8826-1.jpg
8828-1,Front End Loader,1993,1,175,https://cdn.rebrickable.com/media/sets/8828-1.jpg
8829-1,Dune Blaster,1994,1,278,https://cdn.rebrickable.com/media/sets/8829-1.jpg
8830-1,Rally 6-Wheeler,1990,1,169,https://cdn.rebrickable.com/media/sets/8830-1.jpg
8832-1,Roadster,1988,1,86,https://cdn.rebrickable.com/media/sets/8832-1.jpg
8835-1,Forklift,1989,1,240,https://cdn.rebrickable.com/media/sets/8835-1.jpg
8836-1,Sky Ranger,1993,1,273,https://cdn.rebrickable.com/media/sets/8836-1.jpg
8837-1,Pneumatic Excavator,1992,1,255,https://cdn.rebrickable.com/media/sets/8837-1.jpg
8838-1,Shock Cycle,1991,1,247,https://cdn.rebrickable.com/media/sets/8838-1.jpg
8839-1,Supply Ship,1992,1,532,https://cdn.rebrickable.com/media/sets/8839-1.jpg
8840-1,Rally Shock n' Roll Racer,1991,1,222,https://cdn.rebrickable.com/media/sets/8840-1.jpg
8841-1,Desert Racer,1983,1,180,https://cdn.rebrickable.com/media/sets/8841-1.jpg
8842-1,Go-Cart,1986,1,282,https://cdn.rebrickable.com/media/sets/8842-1.jpg
8843-1,Fork Lift Truck,1984,1,275,https://cdn.rebrickable.com/media/sets/8843-1.jpg
8849-1,Tractor,1986,1,347,https://cdn.rebrickable.com/media/sets/8849-1.jpg
8850-1,Rally Support Truck,1990,1,360,https://cdn.rebrickable.com/media/sets/8850-1.jpg
8851-1,Excavator,1984,1,362,https://cdn.rebrickable.com/media/sets/8851-1.jpg
8852-1,Robot,1987,1,327,https://cdn.rebrickable.com/media/sets/8852-1.jpg
8853-1,Excavator / Digger,1988,1,326,https://cdn.rebrickable.com/media/sets/8853-1.jpg
8854-1,Power Crane,1989,1,517,https://cdn.rebrickable.com/media/sets/8854-1.jpg
8855-1,Prop Plane,1988,1,572,https://cdn.rebrickable.com/media/sets/8855-1.jpg
8856-1,Whirlwind Rescue,1991,1,517,https://cdn.rebrickable.com/media/sets/8856-1.jpg
8857-1,Street Chopper / Trike,1993,1,378,https://cdn.rebrickable.com/media/sets/8857-1.jpg
8858-1,Rebel Wrecker,1994,1,460,https://cdn.rebrickable.com/media/sets/8858-1.jpg
8862-1,Backhoe Grader,1989,1,679,https://cdn.rebrickable.com/media/sets/8862-1.jpg
8865-1,Test Car,1988,1,898,https://cdn.rebrickable.com/media/sets/8865-1.jpg
8868-1,Airtech Claw Rig,1992,1,954,https://cdn.rebrickable.com/media/sets/8868-1.jpg
8872-1,Forklift Transporter,1993,1,763,https://cdn.rebrickable.com/media/sets/8872-1.jpg
8880-1,Super Car,1994,1,1346,https://cdn.rebrickable.com/media/sets/8880-1.jpg
9390-1,Mini Tow Truck,2012,1,138,https://cdn.rebrickable.com/media/sets/9390-1.jpg
9391-1,Mini Crane,2012,1,218,https://cdn.rebrickable.com/media/sets/9391-1.jpg
9392-1,Quad Bike,2012,1,199,https://cdn.rebrickable.com/media/sets/9392-1.jpg
9393-1,Tractor,2012,1,353,https://cdn.rebrickable.com/media/sets/9393-1.jpg
9394-1,Jet Plane,2012,1,499,https://cdn.rebrickable.com/media/sets/9394-1.jpg
9395-1,Pick-Up Tow Truck,2012,1,954,https://cdn.rebrickable.com/media/sets/9395-1.jpg
9396-1,Helicopter,2012,1,1056,https://cdn.rebrickable.com/media/sets/9396-1.jpg
9397-1,Logging Truck,2012,1,1308,https://cdn.rebrickable.com/media/sets/9397-1.jpg
9398-1,4 x 4 Crawler,2012,1,1327,https://cdn.rebrickable.com/media/sets/9398-1.jpg
KABTEC-1,Kabaya Technic Vehicle 4-Pack,1999,1,0,https://cdn.rebrickable.com/media/sets/kabtec-1.jpg
L0002290-1,Submarine,2025,1,70,https://cdn.rebrickable.com/media/sets/l0002290-1.jpg
L0002291-1,Super Sports Car,2026,1,79,https://cdn.rebrickable.com/media/sets/l0002291-1.jpg
TSUPER-1,Technic Racer,1991,1,263,https://cdn.rebrickable.com/media/sets/tsuper-1.jpg